Predicted_Prices
0.88630915
0.9128865
0.8814933
0.82046944
0.75038415
0.7628399
0.86425066
0.86380357
0.86614704
0.87782645
0.86671203
0.851543
0.88918066
0.83420527
0.84792733
0.8509266
0.8921503
0.8852284
0.889151
0.9406343
1.115197
1.1025182
1.1126629
1.0489839
1.0606421
1.1021366
0.96722054
0.8951767
0.8696395
0.8683115
0.7428616
0.7703637
0.7630772
0.73943937
0.76299465
0.7340045
0.7394943
0.76991165
0.77151054
0.8068396
0.7625368
0.7813696
0.78331345
0.62624365
0.6268563
0.59343404
0.6055318
0.5698139
0.5776922
0.5765369
0.5447139
0.52668804
0.54154307
0.52379364
0.5562509
0.5567156
0.59585005
0.59187627
0.559833
0.5574971
0.60874456
0.7495224
0.81265485
0.7972389
0.8083578
0.80633515
0.8090024
0.79928756
0.80032176
0.7599564
0.7701871
0.78699464
0.8038987
0.8519259
0.778647
0.7994042
0.8107375
0.77714914
0.8016746
0.79736507
0.81834155
0.8047185
0.81349957
0.80462545
0.7976145
0.8098204
0.8365204
0.8285498
0.8374554
0.836697
0.7124282
0.7066594
0.7155955
0.7326798
0.7341153
0.7629207
0.8743198
0.9512419
0.8789606
0.9203539
1.0293069
1.0012321
1.0132725
0.925668
0.9560797
0.87240773
0.8728572
0.8089572
0.85417926
0.8690664
0.8771394
0.87361354
0.87011886
0.85391986
0.86763155
0.8541746
0.86421216
0.9408366
0.94288886
0.91723156
0.9043416
0.92191005
0.92129177
0.99113977
1.021066
1.0250624
1.0423354
0.84315574
0.8441493
0.8111679
0.8424835
0.8775509
0.8353679
0.8566323
0.85739267
0.8578199
0.85741055
0.8701599
0.83717644
0.87140524
0.99885696
0.9860461
0.99629307
0.97502077
1.0244939
1.0863316
1.0996189
1.146943
1.158624
1.2328581
1.1935817
1.1852227
1.1844275
1.1949046
1.3822657
1.3875816
1.3922902
1.1865736
1.1755967
1.2806926
1.279204
1.2626318
1.2525655
1.2584207
1.2473422
1.2177552
1.2426338
1.2449313
1.2705802
1.2818673
1.2217716
1.4042196
1.2342072
1.2459804
1.1958632
1.3148227
1.3674875
1.3879213
1.3977419
1.3432819
1.3531888
1.2457253
1.263467
1.2897304
1.2374665
1.0928009
1.0888314
1.1066842
1.1384051
1.1450237
1.2081053
1.2106594
1.2354169
1.2454898
1.3066186
1.3720621
1.2867721
1.2876706
1.2316124
1.2842621
1.2961485
1.4971135
1.5535674
1.5683331
1.5846345
1.5771737
1.53063
1.5445526
1.5985495
1.4714056
1.4315566
1.4742882
1.4821345
1.550611
1.5915024
1.5975085
1.7270749
1.7522452
1.7544879
1.7476197
1.729113
1.7509681
1.878972
1.8737694
1.9054087
1.8831086
1.8642095
2.0676925
2.0261953
1.9506034
2.2038052
1.8643566
1.8467423
1.7746205
1.7780621
1.7799356
1.6821723
1.516082
1.5038611
1.5222675
1.4788139
1.6773473
1.6390034
1.6457907
1.5833725
1.5961422
1.6080235
1.6276156
1.8587339
1.7564319
1.761742
1.5069801
1.8705325
1.8838081
1.9494187
1.9223243
1.9774575
2.133407
2.2449632
2.2813818
2.344643
2.230904
2.2133014
2.2179327
2.2650757
2.357353
2.277155
2.305708
2.2503026
2.3063931
2.3171601
2.3288758
1.9545944
1.9009327
1.7034441
1.5960311
1.5368378
1.5178989
1.5473901
1.5244496
1.4970214
1.497901
1.4716145
1.4956477
1.502194
1.5389408
1.5685524
1.5908283
1.5922685
1.551978
1.5731406
1.5674618
1.6079916
1.6093899
1.6128613
1.635378
1.6664926
1.6193339
1.6127789
1.5205921
1.5805897
1.6061773
1.7200503
1.7672374
1.8758694
1.8866383
1.9129548
2.0941167
2.083807
2.0783682
2.087739
2.1587112
2.1656682
2.1767058
2.2692382
2.174167
2.185609
2.2390056
2.3134382
2.2917063
2.295145
2.1946406
2.1147065
2.2279515
2.295111
2.2886648
2.262455
2.2365928
2.2318883
2.2303267
2.246482
2.1501434
2.1390648
2.0253823
1.9642496
1.9379166
1.95035
2.0017602
2.036001
2.0119998
2.159714
2.1539245
2.1901417
2.3843718
2.398003
2.2484498
2.257533
2.3386416
2.376662
2.4144006
2.5293992
2.3054705
2.2995844
2.2692797
2.3806078
2.4997153
2.5041926
2.5076785
2.6298733
2.6395586
2.6737378
2.812917
2.8475516
2.9956176
3.0343163
2.9609811
3.1147873
3.2596803
3.280195
3.3342507
3.4577067
3.4346738
3.4519634
3.3258796
3.2813156
3.2198071
3.147242
3.0806606
3.0958085
2.9629006
2.8922234
2.8898635
2.9598963
2.693347
2.5860026
2.1106927
2.1007025
2.0490637
1.7097911
1.6207775
1.5931717
1.6257187
1.5218697
1.5222055
1.2986243
1.2575824
0.993556
0.9138516
0.9093104
0.9433812
1.1302546
1.1798604
1.2046515
1.2153524
1.1661576
1.2005063
1.3602511
1.3991015
1.4054185
1.5067639
1.4675502
1.5450418
1.5526761
1.5258847
1.6988415
1.6832256
1.7322912
1.8903719
1.9028697
1.9488904
1.7147161
1.7577531
1.7954097
1.9089255
2.0163734
1.9941517
1.9996886
1.7736195
1.7834847
1.8282297
1.783347
1.7163552
1.7970171
1.8216286
1.8742992
1.971688
1.9617157
1.9682593
1.9431593
1.8975636
1.9063637
1.9193647
1.9120692
1.920602
1.953147
2.1290708
2.0648737
2.0724208
2.0318813
2.0032058
1.9437847
1.9660414
2.0696468
2.058158
2.2041378
2.2545917
2.2443664
2.2642086
2.2969096
2.298606
2.3486598
2.2983701
2.1823535
2.166477
2.0118554
2.0161629
2.0536268
2.1002126
2.0688627
2.044481
2.037551
2.0322928
2.076078
2.0777147
2.0788465
2.0770586
2.0693192
2.1855078
2.008473
1.9822738
1.9706215
1.9355029
1.9571092
1.9619024
1.8657305
1.8849028
1.9846641
2.0963054
2.1027043
2.2081072
2.1949139
2.1847858
2.174083
2.314102
2.3106537
2.4065437
2.4391205
2.4906807
2.5238104
2.666058
2.6772194
2.9812677
2.9096289
3.0216281
3.0655413
3.2106848
3.2020218
3.3615766
3.3031113
3.181119
2.9686253
3.0528
2.9745648
2.963422
2.9256077
2.898678
2.9727998
2.9683084
2.9969256
3.1137033
2.8295465
2.8570714
2.857293
2.8663225
2.776452
2.7598097
2.756189
2.737871
2.7256463
2.7456794
2.602521
2.6722636
2.592971
2.5926883
2.5556269
2.5759
2.568538
2.5303442
2.6638038
2.7840822
2.9027472
